Company Name,Sector,Stage,Amount,Location,Funding Year,Founded,Investor
Rentomojo,Rental,,2000000.0,,2020,2014.0,GMO Payment Gateway
Zomato,Foodtech,,150000000.0,,2020,,Ant Financial
Generico,Pharmacy,,1400000.0,Mumbai,2020,,Alteria Capital
HighRadius,SaaS,Series B,125000000.0,Hyderabad,2020,2016.0,ICONIQ Capital
Chai Kings,Beverage,,1000000.0,Chennai,2020,,The Chennai Angels (TCA)
Rivigo,Logistics,Series F,3400000.0,Gurugram,2020,2014.0,Trifecta Capital
BuildPan,SaaS,Seed Round,,Indore,2020,2019.0,"HNIs in India, Japan, and the US"
Shiksha,Edtech,,181000.0,,2020,2008.0,Mumbai Angels Network
Super Surfaces,Deisgning,Series A,500000.0,Hyderabad,2020,,Vishnu Reddy
Quicko,Taxation,,280000.0,Ahmedabad,2020,,"Zerodha fintech fund, Rainmatter"
Satin Creditcare,Fintech,,15000000.0,Gurgaon,2020,,Austrian Bank
XpressBees,Logistics,,10000000.0,,2020,2015.0,Alibaba
FarmERP,Agritech,Series A,,Pune,2020,2001.0,TechnoGen
Wealth Bucket,Fintech,,3000000.0,,2020,2018.0,"NorthStar, Vinod Khatumal"
GoMechanic,Automobile Technology,Series B,14700000.0,Delhi,2020,2016.0,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners"
Fashor,Fashion,Pre Series A,1000000.0,Chennai,2020,2017.0,Sprout venture partners
Leverage Edu,Edtech,,1500000.0,Delhi,2020,,"DSG Consumer Partners, Blume Ventures"
EpiFi,Fintech,Seed Round,13200000.0,,2020,,"Sequoia India, Ribbit Capital"
Purplle,Cosmetics,,8000000.0,Mumbai,2020,2012.0,Verlinvest
Shuttl,Transport,Series C,8043000.0,Delhi,2020,2015.0,SIG Global India Fund LLP.
Pando,Logitech,Series A,9000000.0,Chennai,2020,2017.0,Chiratae Ventures
Unbox Robotics,AI startup,Pre-series A,1200000.0,Bangalore,2021,2019.0,"BEENEXT, Entrepreneur First"
upGrad,EdTech,,120000000.0,Mumbai,2021,2015.0,"Unilazer Ventures, IIFL Asset Management"
Lead School,EdTech,Series D,30000000.0,Mumbai,2021,2012.0,"GSV Ventures, Westbridge Capital"
Bizongo,B2B E-commerce,Series C,51000000.0,Mumbai,2021,2015.0,"CDC Group, IDG Capital"
FypMoney,FinTech,Seed,2000000.0,Gurugram,2021,2021.0,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal"
Urban Company,Home services,,188000000.0,New Delhi,2021,2014.0,Vy Capital
Comofi Medtech,HealthTech,,200000.0,Bangalore,2021,2018.0,"CIIE.CO, KIIT-TBI"
Qube Health,HealthTech,Pre-series A,,Mumbai,2021,2016.0,Inflection Point Ventures
Vitra.ai,Tech Startup,,,Bangalore,2021,2020.0,Inflexor Ventures
Taikee,E-commerce,,1000000.0,Mumbai,2021,2010.0,
Fitterfly,HealthTech,Pre-series A,3000000.0,Mumbai,2021,2016.0,"9Unicorns Accelerator Fund, Metaform Ventures"
FreeStand,B2B service,,100000.0,New Delhi,2021,2017.0,"SucSEED Indovation, IIM Calcutta Innovation Park"
MyDentalPlan,Helathcare,Seed,700000.0,Bangalore,2021,2014.0,Safe Planet Medicare
Freyr Energy,Renewable Energy,,2000000.0,Hyderabad,2021,2014.0,"Impact Partners, C4D Partners"
DealShare,E-commerce,,9000000.0,Jaipur,2021,2018.0,"Tiger Global Management, InnoVen Capital"
Tessolve,Electronics,,40000000.0,Bangalore,2021,1993.0,Novo Tellus Capital
Smart Joules,Renewable Energy,,49000000.0,New Delhi,2021,2014.0,"Raintree Family Office, ADB arm"
ORAI,IT startup,Pre-series A,400000.0,Bangalore,2021,2020.0,Inflection Point Ventures
ixamBee,EdTech,Seed,300000.0,New Delhi,2021,2016.0,"Mumbai Angels, Narendra Shyamsukha"
CoinSwitch Kuber,FinTech,Series B,25000000.0,Bangalore,2021,2017.0,"Paradigm, Kunal Shah"
Razorpay,FinTech,Series E,160000000.0,Bangalore,2021,2014.0,"Matrix Partners India, GIC"
Uable,EdTech,Seed,,Bangalore,2021,2020.0,"Chiratae Ventures, JAFCO Asia"
ZFW Hospitality,Food & Beverages,Pre-seed,150000.0,New Delhi,2021,2015.0,"Mumbai Angels Network, Expert DOJO"
Optimized Electrotech,Aeorspace,Pre-series A,1800000.0,Ahmadabad,2021,2017.0,GVFL
Northern Arc,FinTech,,5000000.0,Chennai,2021,2008.0,"Kotak Mahindra Bank, FMO"
Chara,Deep Tech,Seed,850000.0,Bangalore,2021,2019.0,Kalaari Capital
Sirona Hygiene,HealthTech,Series A,3000000.0,New Delhi,2021,2015.0,"NB Ventures, IAN Fund"
Pristyn Care,HealthTech,Series D,53000000.0,Gurugram,2021,2018.0,"Sequoia Capital India, Hummingbird Ventures"
TrulyMadly,Dating,Pre-series A,2000000.0,New Delhi,2021,2013.0,"Gaurav Munjal, Snehil Khanor"
Vidyakul,EdTech,Seed,500000.0,,2021,2018.0,"JITO Angel Network, SOSV"
Jambox Games,Gaming,Seed,1100000.0,Bangalore,2021,2021.0,
Miko,Robotics,,6000000.0,Mumbai,2021,2015.0,"Chiratae Ventures, YourNest Venture Capital"
SuperK,Retail,Seed,800000.0,Small Towns,2021,2019.0,STRIVE VC
TagZ Foods,Food,Pre-series A,500000.0,Bangalore,2021,2019.0,Venture Catalysts
Fuel Buddy,Oil and Energy,,1000000.0,New Delhi,2021,2017.0,Jaipuria Family Office
M1xchange,FinTech,,10000000.0,Gurugram,2021,2017.0,Amazon
Spintly,Tech Startup,,500000.0,Goa,2021,2017.0,Riso Capital
EF Polymer,AgriTech,,200000.0,Rajsamand,2021,2018.0,MTG Ventures
boAt,Electronics,,6000000.0,New Delhi,2021,2016.0,"Qualcomm Ventures, Warburg Pincus"
TruNativ,Food & Beverages,Seed,,Mumbai,2021,2019.0,9Unicorns
iBus,Telecommuncation,,21000000.0,Bangalore,2021,2010.0,Morgan Stanley
Puresh Daily,Milk startup,Seed,100000.0,Ranchi,2021,2019.0,"Alfa Ventures, Agility Venture Partners"
LearnVern,EdTech,,1000000.0,Ahmadabad,2021,2016.0,
LimeChat,AI Chatbot,Seed,7500000.0,Faridabad,2021,2020.0,"Stellaris Venture Partners, Ramakant Sharma"
Dybo,IT,Seed,100000.0,Bangalore,2021,2019.0,Spanache
moEVing,Logistics,Seed,1000000.0,Gurugram,2021,2021.0,
WeWork India,Hospitality,,26000000.0,Bangalore,2021,2017.0,
Solethreads,Fashion,Series A,1000000.0,Gurugram,2021,2018.0,"DSG Consumer Partners, Saama Capital"
Beldara,E-commerce,,7400000.0,Mumbai,2021,2018.0,Hindustan Media Ventures
CredFlow,FinTech,Seed,2000000.0,New Delhi,2021,2020.0,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures"
Do Your Thng,Marketing,,1500000.0,Gurugram,2021,2018.0,"Angelbay Holdings, Faad Network"
Oye Rickshaw,Transportation,,3000000.0,Gurugram,2021,2017.0,"Alteria Capital, Chiratae Ventures"
Legitquest,LegalTech,,600000.0,New Delhi,2021,2017.0,"WaterBridge Ventures, Info Edge"
Swiggy,Food delivery,,800000000.0,Bangalore,2021,2014.0,"Carmignac, Falcon Edge Capital"
AntWak,EdTech,Seed,,Bangalore,2021,2019.0,"Vaibhav Domkundwar, Kunal Shah"
PlayShifu,EdTech,Series B,17000000.0,Bangalore,2021,2016.0,"Chiratae Ventures, Bharat Innovation Fund"
Pitstop,Automotive,Pre-series B,3500000.0,Bangalore,2021,2015.0,"Acko Technology, Services, LetsVenture"
Lendingkart,FinTech,Debt,15000000.0,Gujarat,2021,1999.0,"Bertelsmann India Investments, Fullerton Financial Holdings"
CRED,FinTech,Series D,215000000.0,Bangalore,2021,2018.0,"Dragoneer Investment Group, Tiger Global Management"
Karnival,SaaS startup,Seed,2500000.0,Bangalore,2021,2015.0,http://100x.vc/
PharmEasy,HealthTech,Series E,350000000.0,Mumbai,2021,2015.0,"TPG Growth, Caisse de Depot et Placement du Quebec"
WESS,Renewable Energy,Seed,2000000.0,Mumbai,2021,1989.0,Centrum Financial Services
ShopSe,FinTech,,5500000.0,Mumbai,2021,2020.0,"Chiratae Ventures, BEENEXT"
Fantasy Akhada,Fantasy sports,,600000.0,Gurugram,2021,2020.0,Harsha Bhogle
Rage Coffee,Food & Beverages,Pre-series A,,New Delhi,2021,2018.0,"GetVantage, Prakash Katama"
Groww,FinTech,Series D,83000000.0,Bangalore,2021,2017.0,"Tiger Global Management, Y Combinator Continuity Fund"
Avanti Finance,FinTech,Series A,26000000.0,Bangalore,2021,2016.0,Michael & Susan Dell Foundation
Kudos,FinTech,Pre-series A,,Pune,2021,2014.0,Marquee fintech founders
OfBusiness,FinTech,,110000000.0,Gurugram,2021,2015.0,"Falcon Edge India, Norwest Venture Partners"
Superpro.ai,Video communication,Seed,3000000.0,Bangalore,2021,2019.0,"SOSV, Omphalos Ventures India"
ShareChat,Social Media,,500000000.0,Bangalore,2021,2015.0,"Twitter Ventures, Pawan Munjal"
WiT-ACE,Skill development,Seed,1000000.0,Gurugram,2021,2020.0,CitiusTech
Spinny,Retail,Series C,65000000.0,Gurugram,2021,2015.0,"Arena Holdings, Think Investments"
Alteria Capital,FinTech,Debt,150000000000.0,Mumbai,2021,2018.0,
Safexpay,FinTech,,6000000.0,Thane,2021,2017.0,"T Choithrams BVI, Ardor"
PumPumPum,Rental,Pre-series A,700000.0,Gurugram,2021,2018.0,"Kogta Financial India Limited, ICICI Bank"
Speciale Invest,FinTech,,10000000.0,Bangalore,2021,2017.0,
Eunimart,E-commerce,Pre-series A,700000.0,Hyderabad,2021,2016.0,"SucSEED Venture Partners, TMT Connekt"
Meesho,E-commerce,,300000000.0,Bangalore,2021,2015.0,"SAIF Partners, Venture Highway"
CareerLabs,EdTech,,2200000.0,Bangalore,2021,2019.0,Global Founders Capital
Uable,EdTech,Pre-series A,35000000.0,Bangalore,2021,2020.0,"JAFCO Asia, Chiratae Ventures"
Zoko,Tech Startup,Seed,140000000.0,Bangalore,2021,2016.0,Y Combinator
GetWork,Recruitment,Seed,200000.0,Gurugram,2021,2019.0,Artha Venture Fund
Easebuzz,E-commerce,Series A,4000000.0,Pune,2021,2015.0,"Jitendra Gupta, Amrish Rau"
Chingari,Social Media,,13000000.0,Bangalore,2021,2018.0,"FJ Labs, Brian Norgard"
DusMinute,Retail,Pre-series A,1100000.0,Bangalore,2021,2017.0,Indian Angel Network
Onsurity,HealthCare,,,Bangalore,2021,2020.0,"Jitendra Gupta, Harsh Shah"
Karbon Card,FinTech,,,Bangalore,2021,2019.0,Y Combinator
Factors.AI,SaaS startup,,2000000.0,Bangalore,2021,2020.0,"Elevation Partners, Emergent Ventures"
Elevar,Sports,,2000000.0,Mumbai,2021,2017.0,"Kalaari Capital, Dream Capital"
Studio Sirah,Computer Games,,800000.0,Bangalore,2021,2020.0,Lumikai
OTO Capital,FinTech,,6000000.0,Mumbai,2021,2018.0,Matrix Partners India
1Bridge,Consumer Goods,,2500000.0,Bangalore,2021,2016.0,C4D Partners
Skeps,FinTech,,9500000.0,Gurugram,2021,2018.0,Bertelsmann India
Curefoods,Food & Beverages,,13000000.0,Bangalore,2021,2020.0,"Iron Pillar, Nordstar, Binny Bansal"
Curefoods,Food & Beverages,,13000000.0,Bangalore,2021,2020.0,"Iron Pillar, Nordstar, Binny Bansal"
TartanSense,Information Technology,,5000000.0,Bangalore,2021,2015.0,"FMC, Omnivore, Blume Ventures"
Bewakoof,Apparel & Fashion,,8000000.0,Mumbai,2021,2012.0,InvestCorp
Bewakoof,Apparel & Fashion,,8000000.0,Mumbai,2021,2012.0,InvestCorp
Kirana247,Logistics & Supply Chain,,1000000.0,New Delhi,2021,2018.0,
FanPlay,Computer Games,,1200000.0,,2021,2020.0,"Pritesh Kumar, Bharat Gupta"
NeoDocs,Healthtech,,,Mumbai,2021,2020.0,"Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,Retail,,200000.0,Cochin,2021,2015.0,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,EdTech,,12000000.0,Gurugram,2021,2010.0,"Matrix Partners India, Elevation Capital"
Elda Health,Healthcare,,1500000.0,Bangalore,2021,2020.0,"Avaana Capital, Orios Ventures"
Sporjo,SportsTech,,2000000.0,Mumbai,2021,2020.0,Punit Balan
Advantage Club,HRTech,,1700000.0,Mumbai,2021,2014.0,"Y Combinator, Broom Ventures, Kunal Shah"
Advantage Club,HRTech,,1700000.0,Mumbai,2021,2014.0,"Y Combinator, Broom Ventures, Kunal Shah"
SuperGaming,Gaming,,5500000.0,Pune,2021,2017.0,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
Ruptok,FinTech,,1000000.0,New Delhi,2021,2020.0,Eclear Leasing
Ruptok,FinTech,,1000000.0,New Delhi,2021,2020.0,Eclear Leasing
TartanSense,Information Technology,Series A,5000000.0,Bangalore,2021,2015.0,"FMC, Omnivore, Blume Ventures"
Kirana247,Logistics & Supply Chain,Pre-series A,1000000.0,New Delhi,2021,2018.0,
NeoDocs,Healthtech,Pre-seed,,Mumbai,2021,2020.0,"Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,Retail,Pre-series A,200000.0,Cochin,2021,2015.0,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,EdTech,Series A,12000000.0,Gurugram,2021,2010.0,"Matrix Partners India, Elevation Capital"
Elda Health,Healthcare,Seed,1500000.0,Bangalore,2021,2020.0,"Avaana Capital, Orios Ventures"
Sporjo,SportsTech,Pre-series A,2000000.0,Mumbai,2021,2020.0,Punit Balan
SuperGaming,Gaming,Series A,5500000.0,Pune,2021,2017.0,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
O’ Be Cocktails,Wine & Spirits,,400000.0,Bangalore,2021,2019.0,"First Cheque, Letsventure"
Zetwerk,Mechanical & Industrial Engineering,Series E,150000000.0,Bangalore,2021,2018.0,
AppsForBharat,Spiritual,Seed,4000000.0,Bangalore,2021,2020.0,"Sequoia Capital India, BEENEXT"
Imagimake,Consumer Goods,,,Mumbai,2021,2011.0,Velocity
Khatabook,Financial Services,Series C,100000000.0,Bangalore,2021,2018.0,"Tribe Capital, Moore Strategic Ventures (MSV)"
Smytten,Consumer Goods,Series A,6000000.0,Gurugram,2021,2015.0,Fireside Ventures
Syook,Industrial Automation,Series A,1000000.0,Bangalore,2021,2016.0,"Inflection Point Ventures, ONGC"
Akudo,FinTech,Pre-seed,,Bangalore,2021,2020.0,"Y Combinator, Incubate Fund India"
NOTO,Consumer Goods,Pre-series A,500000.0,Mumbai,2021,2019.0,"Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures"
Lumiq,Information Technology,Seed,2000000.0,Noida,2021,2013.0,Info Edge Ventures
CommerceUp,Information Technology,Seed,,Gurugram,2021,2018.0,NB Ventures
Breathe Well-being,Health,Series A,5500000.0,Gurugram,2021,2015.0,Accel
Hike,Information Technology,,,New Delhi,2021,2012.0,"Binny Bansal, Kunal Shah"
House of Kieraya,Lifestyle,,15000000.0,Bangalore,2021,2013.0,TradeCred
goEgoNetwork,Automotive,,2000000.0,Pune,2021,2019.0,
Probus,IoT,Bridge,500000.0,New Delhi,2021,2017.0,Unicorn India Ventures
DrinkPrime,Consumer Goods,,1000000.0,Bangalore,2021,2016.0,"UC Inclusive Credit, Western Capital"
Smart Express,Logistics,Seed,10000000.0,Mumbai,2021,,"IIFL India Private Equity Fund, Smiti Holding & Trading Company"
Smallcase,FinTech,Series C,40000000.0,Bangalore,2021,2015.0,Faering Capital
SATYA MicroCapital,Banking,,10000000.0,New Delhi,2021,2017.0,"responsAbility Investments, Blue Orchard"
Snack Amor,Food & Beverages,,,Mumbai,2021,2014.0,"Sanchit Agarwal, Sujan Sinha, Michael Cooke"
Postman,Computer software,Series D,225000000.0,Bangalore,2021,2014.0,"CRV, Nexus Venture Partners"
Hashnode,Computer software,Series A,6700000.0,Bangalore,2021,2016.0,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge"
RACEnergy,Automotive,Seed+,1300000.0,Hyderabad,2021,2018.0,"Micelio Fund, growX ventures"
BharatPe,FinTech,Debt,20000000.0,New Delhi,2021,2018.0,"IIFL Wealth, Asset Management, Northern Arc Capital"
Gyde,Computer software,Seed,250000.0,Pune,2021,2019.0,"Better Capital, Ashish Achrekar"
BatteryPool,Automotive,Seed,,Pune,2021,2018.0,IAN
AgNext,AgriTech,Series A,21000000.0,Chandigarh,2021,2016.0,Alpha Wave Incubation
Xpresslane,Tech startup,Pre-seed,400000.0,Bangalore,2021,2019.0,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies."
LoanKuber,Digital mortgage,Pre-series A,1200000.0,New Delhi,2021,2016.0,
OYO,Hospitality,Series F2,5000000.0,Gurugram,2021,2013.0,Microsoft
Rapido,Information Technology & Services,,52000000.0,Bangalore,2021,2015.0,"Shell Ventures, Yamaha, Kunal Shah"
YPay,FinTech,,400000.0,Noida,2021,2017.0,We Founder Circle
SleepyCat,Furniture,,3800000.0,Mumbai,2021,2017.0,"Saama Capital, DSG Consumer Partners, Sharrp Ventures"
Ultrahuman,Healthcare,,17500000.0,Bangalore,2021,2020.0,Tiger Global’s Scott Schleifer
UpScalio,E-commerce,,42000000.0,Gurugram,2021,2021.0,
Yellow Class,EdTech,,6000000.0,Gurugram,2021,2020.0,Elevation Capital
Yojak,B2B marketplace,,3800000.0,Gurugram,2021,2019.0,Info Edge Ventures
CreatorStack,Computer software,,2000000.0,Bangalore,2021,2019.0,Accel
Expertrons,EdTech,,2300000.0,Mumbai,2021,2019.0,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels"
Rage Coffee,Food & Beverages,,5000000.0,New Delhi,2021,2018.0,Sixth Sense Ventures
Klub,Financial Services,,20000000.0,Bangalore,2021,2019.0,"9Unicorns, Sequoia Capital India’s Surge"
Navia Life Care,Healtcare,,1000000.0,New Delhi,2021,2016.0,"Anicut Angel Fund, 9 Unicorns"
1K Kirana Bazaar,Retail,,7000000.0,Gurugram,2021,2018.0,"Info Edge, FalconEdge"
Zupee,Gaming,,30000000.0,Gurugram,2021,2018.0,"WestCap Group, Tomales Bay Capital"
Locale.ai,Location Analytics,,1000000.0,Bangalore,2021,2019.0,"Chiratae Ventures, Better Capital"
VerSe Innovation,Media,,450000000.0,Bangalore,2021,2018.0,"Siguler Guff, Baillie Gifford"
MetroRide,Transportation,,,Bangalore,2021,2020.0,
Miko,Consumer Electronics,,28000000.0,Mumbai,2021,2015.0,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures"
Whiz League,EdTech,,300000.0,New Delhi,2021,2020.0,ITI Growth Opportunities
Hash,Tobacco,,3500000.0,New Delhi,2021,2020.0,Amrac Investment Trust
Unacademy,EdTech,,,Bangalore,2021,2015.0,Bhavin Turakhia
Log 9 Materials,Deeptech,Series A+,8500000.0,Bangalore,2021,2014.0,Amara Raja Batteries
upGrad,EdTech,,25000000.0,Mumbai,2021,2015.0,India Infoline Finance
FlashPrep,EdTech,Pre-seed,500000.0,Bangalore,2021,2020.0,Venture Highway
Kenko Health,Insuretech,Pre-series A,1700000.0,Mumbai,2021,2019.0,"BEENEXT, Orios"
Wiz Freight,Logistics & Supply Chain,Seed,3500000.0,Chennai,2021,2020.0,Axilor
Credgenics,Financial Services,Series A,25000000.0,New Delhi,2021,2018.0,"Westbridge Capital, Tanglin Venture Partners"
BlueLearn,EdTech,Pre-seed,400000.0,Goa,2021,2020.0,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
NimbleBox.ai,MLOps platform,Seed,1000000.0,Chennai,2021,2018.0,Venture Catalysts
Pickrr,Logistics & Supply Chain,Series B,12000000.0,Gurugram,2021,2015.0,"IIFL, Amicus Capital, Ananta Capital"
Stellaris Venture Partners,Venture Capital,,225000000.0,Bangalore,2021,2015.0,
Grip Invest,Financial Services,Series A,3000000.0,Gurugram,2021,2020.0,"Venture Highway, Endiya Partners"
Heads Up For Tails,Pet care,Series A,37000000.0,New Delhi,2021,2008.0,"Verlinvest, Sequoia Capital India"
Blue Tokai Coffee Roasters,Food & Beverages,Pre-series B,2000000.0,New Delhi,2021,2012.0,Anicut Angel Fund
Neeman,Consumer Goods,Series A,2000000.0,Hyderabad,2021,2017.0,Sixth Sense Ventures
BharatPe,FinTech,Series E,370000000.0,New Delhi,2021,2018.0,Tiger Global
GoSats,FinTech,Seed,700000.0,Bangalore,2021,2020.0,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
StockGro,FinTech,Pre-series A,5000000.0,Bangalore,2021,2020.0,"Roots Ventures, Velo Partners"
Onsurity,Healthcare,Series A,16000000.0,Bangalore,2021,2020.0,Nexus Venture Partners
Khabri,Media,Pre-series A,2000000.0,Gurugram,2021,2017.0,
Celcius,Logistics,,500000.0,Mumbai,2021,2020.0,"Mumbai Angels Network, Huddle, Lumis Partners"
AyuRythm,Healthcare,Seed,,Bangalore,2021,2017.0,SucSEED Indovation Fund
Enguru,EdTech,Pre-series A,,Bangalore,2021,2014.0,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
Rocket Skills,EdTech,Pre-seed,200000.0,Gurugram,2021,2020.0,"Better Capital, First Cheque, Titan Capital"
RenewBuy,FinTech,Series C,10000000.0,Gurugram,2021,2015.0,Evolvence Capital
Faarms,AgriTech,Seed,2000000.0,Bangalore,2021,2020.0,
UrbanMatrix Technologies,Drone,,100000.0,Chennai,2021,2019.0,SARA ELGI
Jupiter,Banking,Series B,44000000.0,Mumbai,2021,2019.0,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
Pixuate,Deeptech,Seed,1000000.0,Bangalore,2021,2012.0,SucSEED Indovation Fund
Playo,SportsTech,Pre-series A,500000.0,Bangalore,2021,2014.0,ah! Ventures High Tables
Toothsi,Health,Series B,20000000.0,Mumbai,2021,2018.0,"Eight Roads Ventures, Think Investments, Mankekar Family Office"
Soothe Healthcare,Consumer Goods,Series C,10000000.0,New Delhi,2021,2012.0,A91 Partners
Goodmeetings,Computer software,Series A,1700000.0,Bangalore,2021,2020.0,Chiratae Ventures
Apnaklub,Wholesale,Seed,3500000.0,Bangalore,2021,2020.0,Sequoia’s Surge
ChefKart,Consumer Goods,Pre-seed,300000.0,Gurugram,2021,2020.0,"Lead Angels, Titan Capital, Pravega Ventures"
Fashinza,Apparel & Fashion,Series A,20000000.0,Gurugram,2021,2020.0,"Accel Partners, Elevation Capital"
Fabheads,Industrial Automation,Pre-series A,,Chennai,2021,2015.0,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
QuickShift,Logistics & Supply Chain,Seed,770000.0,Pune,2021,2016.0,"Anicut Angel Fund, Axilor Ventures"
StackBOX,Logistics & Supply Chain,,1200000.0,Bangalore,2021,2016.0,"Ecosystem Ventures, CMM group"
MedPrime Technologies,Healthcare,Seed,,Thane,2021,2014.0,"Mumbai Angels Network, Social Alpha"
infra.market,Construction,Series D,125000000.0,Thane,2021,2016.0,Tiger Global
CollegeDekho,E-learning,Series B,35000000.0,Gurgaon,2021,2015.0,"Disrupt ADQ, QIC"
BOX8,Food & Beverages,,40000000.0,Mumbai,2021,2012.0,Tiger Global
Simpl,Consumer Services,Series B,40000000.0,Bangalore,2021,2015.0,"Valar Ventures, IA Ventures"
8i Ventures,Venture Capital & Private Equity,,50000000.0,Mumbai,2021,2018.0,
PayGlocal,Financial Services,Series A,4900000.0,Bangalore,2021,2021.0,Sequoia Capital India
Curefit,"Health, Wellness & Fitness",,145000000.0,Bangalore,2021,2016.0,Zomato
Pocket FM,OTT,Series B,22000000.0,Bangalore,2021,2018.0,"Lightspeed, Times Group, Tanglin Venture Partners"
CHARGE+ZONE,Automotive,,10000000.0,Vadodara,2021,2018.0,Venture Catalysts
PlanetSpark,Education Management,Series B,13000000.0,Gurugram,2021,2017.0,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
LenDenClub,Financial Services,Series A,10000000.0,Mumbai,2021,2015.0,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
CometChat,Computer Software,Series A,10000000.0,Mumbai,2021,2009.0,Signal Peak Ventures
AgroStar,AgriTech,Series D,70000000.0,Pune,2021,2013.0,"Evolvence, Hero Enterprise"
Bizongo,Information Technology & Services,Series D,100000000.0,Mumbai,2021,2015.0,Tiger Global
Probus Insurance,Insurance,,6700000.0,Mumbai,2021,2002.0,BlueOrchard Impact Investment Managers
MoEngage,Software Startup,Series D,30000000.0,Bangalore,2021,2014.0,Steadview Capital
